paraula,dificultat
geometria,2
geomètric,3
geomorfologia,3
geotropisme,3
gep,3
fer,1
gepa,3
geperut,3
gerani,3
geraniàcia,3
gerdor,3
gerdera,3
gerència,2
gerencial,3
gerent,2
geriatre,3
geriatria,3
germà,1
germà,1
germanastre,2
germandat,2
germani,3
germanisme,3
germanista,3
germanística,3
germanitzar,3
germanització,3
germanívol,3
germanor,2
germen,2
germinal,3
germinar,3
germinació,3
germinador,3
gernació,3
gerontocràcia,3
gerontòleg,3
gerontologia,3
gerontològic,3
gerra,2
gerrer,3
gerret,3
gerret,3
gerro,2
gerundi,3
ges,3
gesmiler,3
gespa,2
gessamí,3
gest,2
fer,1
gesta,2
gestant,3
gestar,2
gestació,2
gesticular,3
gesticulació,3
gesticulador,3
gestió,2
gestionar,2
gestor,2
gestoria,3
gestual,3
gestualitat,3
ghanès,3
ghayn,3
gibó,3
gibraltareny,3
gibrell,3
gibrella,3
gibrelleta,3
gicar,3
gigantisme,3
gigoló,3
gihad,3
gihadisme,3
gihadista,3
gimcana,2
gimnàs,2
gimnasta,3
gimnàstica,2
gimnàstica,2
gimnàstica,2
gimnàstic,2
gimnosperm,3
gimnosperma,3
gin,2
ginebra,2
ginebre,3
ginebreda,3
ginebrí,3
ginebró,3
gineceu,3
ginecòleg,3
ginecologia,3
ginecològic,3
ginesta,3
ginestar,3
ginestera,3
gingebre,2
gingivitis,3
gínjol,3
com,1
ginjoler,3
ginseng,3
gintònic,3
giny,3
ginyar,3
gipó,3
gir,2
gira,2
giradiscos,3
giradiscs,3
giradora,3
girafa,3
giràfid,3
giragonsa,3
giragonsar,3
giragonsejar,3
giràndola,3
girant,2
girapeix,3
girar,2
en,1
girar,2
girar,2
girar,2
girar,2
girar,2
girar,2
girada,3
giravolt,3
giravolta,3
giravoltar,3
gírgola,3
gironí,2
giscar,3
gitar,2
gitarada,3
gla,3
glaç,2
de,1
glaç,2
glaç,2
glaça,3
glaçada,3
glaçada,3
glaçar,3
glaçar,3
la,1
glaçador,3
glaçat,2
glacé,3
glacejar,3
glacera,2
glaciació,3
glacial,3
glaçó,3
glaçonera,3
gladiador,3
gladiol,3
glamur,3
glamurós,3
gland,3
glàndula,2
glàndula,2
glàndula,2
glàndula,2
glàndula,2
glàndula,2
glandular,3
glandulós,3
glapir,3
glapit,3
glatir,3
glauc,3
glaucoma,3
glaucomatós,3
glavi,3
glena,3
gleva,3
glever,3
glicèmia,3
glicerina,3
glicerol,3
glícid,3
glicina,3
glicogen,3
glírid,3
global,2
globalment,2
globalitzar,3
globalització,2
globalitzador,3
globós,3
glòbul,3
glòbul,3
glòbul,3
globular,3
globulós,3
globus,2
globus,2
globus,2
globus,2
globus,2
glomèrul,3
glop,2
glopada,3
glopejar,3
glopeig,3
glòria,2
gloriapatri,3
gloriar,3
gloriejar,3
glorieta,2
glorificar,3
glorificació,3
glorificador,3
gloriola,3
gloriós,2
glosa,3
glosada,3
glosador,3
glosar,3
glosat,3
glossa,3
glossador,3
glossar,3
glossari,2
glòssic,3
glossitis,3
glotal,3
glotis,3
glòtic,3
glucèmia,3
glúcid,3
glucogen,3
glucosa,2
glucosat,3
gluten,2
gneis,3
gnom,3
gnòmic,3
gnòmon,3
gnomònica,3
gnòstic,3
gobelet,3
gobi,3
gòbid,3
gòbit,3
godall,3
gofrat,3
gogista,3
goig,2
bon,1
fer,1
goig,2
no,1
goja,3
gojós,3
gol,2
gola,2
com,1
golafre,3
golafreria,3
golejador,2
golejar,3
goleta,3
golf,2
golfístic,3
golfa,3
golfista,3
golfo,3
goliard,3
goll,3
gollut,3
golós,3
golut,3
goludament,3
gom,2
de,1
de,1
goma,2
goma,2
goma,2
goma,2
gomina,3
gònada,3
gonadal,3
góndola,3
gondoler,3
gonella,3
gonfanó,3
gonfanoner,3
gong,3
gonòcit,3
gonorrea,3
gorg,2
gorga,3
gorgera,3
gorgonzola,3
gorja,3
gormand,3
gormanderia,3
gorra,2
de,1
gorra,2
gorrejar,3
gorrer,3
gorrió,3
gorro,3
com,1
gos,2
gos,2
gos,2
gos,2
gos,2
gos,2
gosadia,3
gosat,3
gossa,2
gossada,3
gosser,3
gossera,2
com,1
ésser,2
gota,2
gota,2
gotejar,3
gotellada,3
gotera,3
goticitzant,3
gotim,3
gouda,3
govern,1
governamental,2
governatiu,3
governació,2
governador,2
governador,2
governador,2
governall,3
governament,3
governança,2
governanta,3
governar,2
governant,2
ingovernable,3
gra,2
un,1
gràcia,2
fer,1
gràcies,1
gràcies,1
no,1
tenir,1
gràcil,3
gracilitat,3
graciós,2
graciosament,3
graciositat,3
grada,2
gradació,3
graderia,2
gradeta,3
gradient,3
graduació,2
gradualment,2
graduand,3
graduar,2
graduable,3
graduador,3
graduat,2
graella,2
graella,2
graellada,3
grafia,2
gràficament,3
gràfila,3
grafisme,3
grafista,3
grafit,2
grafític,3
grafòleg,3
grafologia,3
grafològic,3
grafòman,3
grafomania,3
grall,3
gralla,2
gralla,2
gralla,2
grallar,3
graller,3
gram,2
gramatge,3
gramàtic,3
gramàtica,2
gramàtica,2
gramatical,2
agramatical,3
agramaticalitat,3
gramaticalitat,3
gramaticalitzar,3
gramaticalització,3
gramaticalment,3
gramenet,2
gramínia,3
gramòfon,3
gramofònic,3
gramola,3
grampilló,3
grampó,3
en,1
grandor,3
grana,2
granada,2
granadí,3
granadura,3
granalla,3
granar,3
grandalla,3
grandària,2
grandejar,3
grandesa,2
grandiloqüència,3
grandiloqüent,3
grandiós,2
grandiositat,3
granejar,3
granejat,3
granel,3
a,1
a,1
granellada,3
granellós,3
granellut,3
granera,3
granger,2
granífug,3
granís,3
granissa,3
granissada,3
granissar,3
granissat,3
granissó,3
granit,2
granític,3
granívor,3
granja,2
granment,3
granollerí,3
granor,3
granot,3
granota,2
grànul,3
granulació,3
granulat,3
granulós,3
graó,2
graonada,3
graonat,3
grapa,3
de,1
grapada,3
amb,1
grapadora,3
grapar,3
grapat,2
a,1
grapejar,3
grapeig,3
grapejament,3
graponejar,3
graponer,3
grappa,3
gratament,3
de,1
de,1
de,1
gratacel,3
gratapalles,3
gratar,3
gratada,3
gratcient,3
a,1
gratera,3
gratificació,3
gratificador,3
gratificant,2
gratificar,3
gratinador,3
gratinar,3
gratitud,2
gratuït,2
gratuïtament,2
gratuïtat,3
grau,2
grau,2
grau,2
graula,3
grava,2
gravació,2
gravador,3
gravamen,3
gravar,2
gravera,3
gravetat,2
gràvid,3
gravidesa,3
gravitació,3
gravitacional,3
gravitatori,3
gravitar,3
greca,3
grecisme,3
grecollatí,3
greda,3
gredós,3
gregal,3
gregalada,3
gregari,3
gregarisme,3
gregorià,3
greix,2
greixador,3
greixar,3
greixatge,3
greixina,3
greixó,3
greixonera,3
greixor,3
greixós,3
greixum,3
grell,3
gremi,2
gremial,3
gremialisme,3
grenlandès,3
greny,3
grenya,3
grenyal,3
grenyut,3
gres,2
gresca,2
gresol,3
gresós,3
greument,2
greuge,2
grevolosa,3
grifa,3
grifó,3
grill,2
grillar,3
grilló,3
grimpador,3
grimpaire,3
grimpar,3
grinyol,3
grinyolar,3
grip,2
gripal,3
gripau,2
grípia,3
grisor,3
gris,2
gris,2
grisalla,3
grisejar,3
grisenc,3
griso,3
grisós,3
grisú,3
griu,3
griva,3
groc,2
grogor,3
groenlandès,3
grog,3
grogós,3
groguejar,3
groguenc,2
groguet,3
grogui,3
groguinós,3
groguís,3
groller,2
grollerament,3
grolleria,3
gronxadís,3
gronxador,3
gronxar,3
gronxament,3
gronxolar,3
grop,3
gropa,3
gropada,3
gropera,3
grossària,3
en,1
grosella,3
grosser,3
grosserament,3
grosseria,3
grosso,2
grotesc,2
grua,2
gruar,3
grufar,3
gruid,3
gruix,2
gruixa,3
gruixària,3
gruixut,2
grumeig,3
grumejar,3
grumet,3
grumoll,3
grumollós,3
gruny,3
grunyir,3
grunyidor,3
grunyit,3
grup,1
grup,1
grup,1
grup,1
grupuscle,3
grupuscular,3
gruta,3
guacamai,3
guaiaba,3
guaiaber,3
guaitar,3
guaita,2
guaix,3
gual,2
a,1
gualdrapa,3
guanàbana,3
guanabaner,3
guano,3
guant,2
guanter,3
guantera,3
guanteria,3
guany,2
guanyapà,3
guanyar,1
guanyar,1
guanyar,1
guanyador,2
guapo,2
guarà,3
guardaagulles,3
guardabarrera,3
guardabosc,3
guardabraç,3
guardacostes,3
guardaespatlles,2
guardafoc,3
guardamà,3
guardapesca,3
guardapits,3
guardapols,3
guardar,2
Déu,1
Déu,1
guardar,2
guardar,2
guardador,3
guarderia,2
guardià,2
en,1
guàrdia,2
guàrdia,2
guardiola,2
guardó,2
guardonar,3
guaret,3
guarir,2
guarició,3
guaridor,3
guariment,3
inguarible,3
guarisme,3
guarnició,2
guarnicioner,3
guarniment,3
guarnimenter,3
guarnir,3
guatemalenc,3
guatla,3
guàtlera,3
guatlla,3
guatllot,3
gúbia,3
guèiser,3
guepard,3
guerra,1
guerra,1
guerra,1
guerra,1
guerra,1
guerrejar,3
guerrera,2
guerrilla,2
guerriller,3
guerxar,3
guiar,2
guiador,3
guiatge,2
guilla,3
guilladura,3
guillar,3
guilleume,3
guillot,3
guillotina,2
guillotinar,3
guimbar,3
guímel,3
guinardera,3
guinda,3
guindar,3
guinder,3
guindola,3
guineà,3
guineu,2
guineu,2
guingueta,3
guinyol,3
guió,2
guionet,3
guionista,2
guipar,3
guipuscoà,3
guirigall,3
guisa,3
guisar,3
guisat,2
guisofi,3
guit,3
guitar,2
guitarra,2
guitarra,2
guitarra,2
guitarrer,3
guitarrista,2
guitarró,3
guitza,3
fer,1
guix,2
guixa,3
guixada,3
guixaire,3
guixar,3
guixenc,3
guixera,3
guixeria,3
guixot,3
gules,3
gumia,3
gurmet,3
guru,3
gusarapa,3
guspira,3
guspirejar,3
guspireig,3
gussi,3
gust,2
a,1
a,1
de,1
gustatiu,3
gustar,3
gustós,3
gustosament,3
gutaperxa,3
gutural,3
hàbil,2
hàbilment,3
inhàbil,3
inhabilitat,3
habilitar,2
habilitació,3
habilitat,2
hàbit,2
habitació,2
habitacle,3
habitant,2
habitar,3
habitabilitat,3
habitable,2
inhabitable,3
habitat,2
deshabitat,2
inhabitat,3
hàbitat,2
habitatge,2
habitual,2
inhabitual,3
habitualment,2
habituar,3
habituació,3
habitud,3
com,1
hac,3
haca,3
hacker,2
hades,2
hafni,3
hagiògraf,3
hagiografia,3
hagiogràfic,3
hagiotopònim,3
haikai,3
haiku,3
haima,3
haitià,3
haixix,3
hajar,3
hala,3
halal,3
halar,3
halibut,3
hàlit,3
halita,3
halitosi,3
halo,2
halterofília,3
halterofilista,3
halters,3
ham,2
hamaca,3
hamburguès,3
hamburguesa,2
hamburgueseria,3
hampa,3
hàmster,3
hamza,3
handbol,2
hàndicap,3
hangar,3
harakiri,3
harem,3
harmonia,2
harmònicament,3
harmònica,2
harmoniós,3
harmoniosament,3
inharmoniós,3
harmonitzar,3
harmonització,3
harmònium,3
harpia,3
havanera,3
heus,2
haveria,3
hawaià,3
he,1
hebraic,3
hebraisme,3
hebraista,3
hecatombe,3
hectàrea,3
hedonisme,3
hedonista,3
hegelià,3
hegemonia,2
hegemònic,3
hègira,3
heli,2
hèlice,3
helicoidal,3
helicoide,3
helicòpter,2
heliocèntric,3
heliocentrisme,3
heliodinàmica,3
heliòfil,3
heliofísica,3
heliògraf,3
helioscopi,3
helioteràpia,3
heliotropisme,3
heliport,3
hèlix,3
hel·lè,3
hel·lènic,3
hel·lenisme,3
hel·lenístic,3
hel·lenista,3
hel·lenitzar,3
hel·lenització,3
helvètic,3
hematia,3
hemàtic,3
hematites,3
hematòcrit,3
hematòleg,3
hematologia,3
hematològic,3
hematoma,3
hematopoesi,3
hematosi,3
hematúria,3
hemeroteca,2
hemicicle,3
hemicrània,3
hemió,3
hemiplegia,3
hemisferi,2
hemisfèric,3
hemistiqui,3
hemocultiu,3
hemodiàlisi,3
hemofília,3
hemofílic,3
hemoglobina,3
hemopatia,3
hemorràgia,2
hemorràgic,3
hemorroide,3
hemorroidal,3
hemostàsia,3
hemostàtic,3
hendecàgon,3
hendecasil·làbic,3
henna,3
hepàtic,3
hepatitis,2
heptaedre,3
heptàedre,3
heptàgon,3
heptagonal,3
heptasil·làbic,3
heptatleta,3
heptatló,3
herald,3
heràldica,3
heràldic,3
heraldista,3
herba,2
fines,2
herba,2
herba,2
herba,2
herba,2
herba,2
herba,2
herba,2
herba,2
herba,2
herba,2
herba,2
herba,2
herbes,2
mala,2
herbaci,3
herbacol,3
herbam,3
herbari,3
herbassar,3
herbat,3
herbatge,3
herbei,3
herbejar,3
herbívor,3
herbolari,3
herborista,3
herboritzar,3
herborització,3
herbós,3
hèrcules,2
herculi,3
hereditari,3
hereditat,3
herència,2
heresiarca,3
heretament,3
heretant,3
heretar,2
heretat,2
heretge,3
heretgia,2
herètic,3
hereu,2
hereu,2
hermafrodita,3
hermafroditisme,3
hermeneuta,3
hermenèutica,3
hermenèutic,3
hermètic,3
hermèticament,3
hermeticitat,3
hermetisme,3
hèrnia,3
herniari,3
herniar,3
herniat,3
heroi,2
heroic,2
heroicament,3
heroïcitat,3
heroïna,2
heroïnòman,3
heroïnomania,3
heroisme,3
herpes,3
herpètic,3
herpetologia,3
herpetològic,3
hertz,3
hesitar,3
hesitació,3
hesperidi,3
het,3
heterodont,3
heterodox,3
heterodòxia,3
heterogàmia,3
heterogeni,2
heterogeneïtat,3
heterònim,3
heteronímia,3
heteròpter,3
heterosexual,3
heterosexualitat,3
heura,2
heurístic,3
heurística,3
hexaedre,3
hexàedre,3
hexaèdric,3
hexàgon,3
hexagonal,3
hexàmetre,3
hexàpode,3
hexasil·làbic,3
hi,1
hialí,3
hialita,3
hiat,3
hiatus,3
hibernació,3
hibernar,3
hibisc,3
hibisc,3
híbrid,2
hibridisme,3
hibridar,3
hibridació,3
hidra,3
hidrant,3
hidrat,3
hidrat,3
hidratar,3
hidratació,2
hidratant,3
hidràulic,2
hidràulica,2
hídric,3
hidroavió,3
hidrobiologia,3
hidrocarbur,3
hidrocefàlia,3
hidroelèctric,3
hidroelectricitat,3
hidròfil,3
hidròfit,3
hidrofòbia,3
hidròfug,3
hidrogen,2
hidrogenació,3
hidrogenar,3
hidrografia,3
hidrogràfic,3
hidròlisi,3
hidrolític,3
hidrolitzar,3
hidrolliscador,3
hidrologia,3
hidrològic,2
hidromassatge,3
hidromel,3
hidrònim,3
hidrosfera,3
hidrosoluble,3
hidroteràpia,3
hidroteràpic,3
hidrotermal,3
hidròxid,3
hidrur,3
hiena,3
hiènid,3
hieràtic,3
hieràticament,3
hieratisme,3
hifa,3
higiene,2
higiènic,2
higienista,3
higienitzar,3
higròfil,3
higròfit,3
higròmetre,3
higrometria,3
higromètric,3
hijab,3
hilarant,3
hilaritat,3
himen,3
himeneu,3
himeni,3
himne,2
hindú,2
hinduisme,3
hinduista,3
hipèrbaton,3
hipèrbola,3
hipèrbole,3
hiperbòlic,3
hiperbori,3
hipercorrecció,3
hiperglucèmia,3
hiperhidrosi,3
hipermercat,3
hipermetrop,3
hipermetropia,3
hiperònim,3
hipersensible,3
hipersensibilitat,3
hipertens,3
hipertensió,2
hipertensió,2
hipertext,3
hipertròfia,3
hipertrofiar,3
hipertròfic,3
hípic,3
hípica,2
hipnosi,3
hipnòtic,3
hipnotisme,3
hipnotitzar,3
hipnotització,3
hipnotitzador,3
hipocalòric,3
hipocamp,3
hipocentre,3
hipocondri,3
hipocondria,3
hipocondríac,3
hipocràtic,3
hipocresia,2
hipòcrita,2
hipodèrmic,3
hipòdrom,3
hipòfisi,3
hipofisiari,3
hipofític,3
hipogastri,3
hipogàstric,3
hipoglucèmia,3
hipònim,3
hipopòtam,3
hipopotàmid,3
hipòstil,3
hipotàlem,3
hipotalàmic,3
hipoteca,2
hipotecari,3
hipotecar,3
hipotens,3
hipotensió,3
hipotensió,3
hipotensor,3
hipotenusa,3
hipòtesi,2
hipotètic,2
hipotèticament,3
hipsometria,3
hipsomètric,3
hiracoïdeu,3
hirsut,3
hirundínid,3
hisenda,2
hisendat,3
hisop,3
hispànic,2
hispanisme,3
hispanista,3
hispanística,3
hispanitat,3
hispanoamericà,3
híspid,3
hissar,2
histamina,3
histerectomia,3
histèria,2
histèric,3
histerisme,3
històleg,3
histologia,3
histològic,3
història,1
història,1
historiador,2
historial,2
historiar,3
històric,2
historicitat,3
històricament,2
historicisme,3
historieta,3
historiògraf,3
historiografia,2
historiogràfic,3
histrícid,3
histrió,3
histriònic,3
histrionisme,3
hitlerià,3
hivern,2
hivernal,2
hivernenc,3
hivernacle,2
hivernada,3
hivernar,3
hivernant,3
ho,1
hola,2
holàrtic,3
hòlding,3
holmi,3
holocaust,2
holocè,3
holocènic,3
hològraf,3
holografia,3
hologràfic,3
holograma,3
hom,2
un,1
home,1
home,1
home,1
sí,1
homenatge,2
homenatjar,2
homenenc,3
homenia,3
homenívol,3
homenot,3
homeòpata,3
homeopatia,2
homeopàtic,3
homeoterm,3
homèric,3
homicida,3
homicidi,2
homilia,3
homiliari,3
homínid,3
hominització,3
homòfob,2
homofòbia,2
homofonia,3
homofònic,3
homogeneïtzar,3
homogeneïtzació,3
homogeneïtzador,3
homogeni,3
homogeneïtat,3
homografia,3
homologia,3
homologar,3
homologable,3
homologació,3
homonímia,3
homòpter,3
homosexual,2
homosexualitat,2
hondureny,3
honest,2
deshonest,3
honestament,2
honestedat,2
honor,2
fer,1
fer,1
honors,2
honorable,2
deshonorable,3
honorabilitat,3
honorar,2
honorari,2
honoraris,2
honorífic,3
honoris,2
honoris,2
honra,2
honres,3
tenir,1
honradament,3
honradesa,3
honrar,3
honrament,3
honrat,2
honrós,3
hoquei,2
hora,1
a,1
a,1
a,1
a,1
a,1
abans,1
altes,2
encara,1
fer,1
fora,1
hora,1
les,1
horari,2
horabaixa,2
a,1
horda,2
horitzó,2
horitzó,2
horitzontalitat,3
horitzontalment,3
hormona,2
hormonal,3
horòscop,3
horrible,2
horriblement,3
hòrrid,3
hòrridament,3
horripilar,3
horripilant,3
horror,2
horroritzar,3
horrorós,2
horrorosament,3
hort,2
horta,2
hortalissa,3
hortènsia,3
hortícola,3
horticultor,3
horticultura,3
hospici,3
hospicià,3
hospital,2
hospitalari,2
hospitalitat,2
hospitalitzar,3
hospitalització,2
host,3
hostal,2
hostalatge,3
hostaler,3
hostaleria,2
hostatge,3
hostatgeria,2
hostatjar,3
a,1
ésser,2
mala,2
hostiera,3
hostil,2
hostilment,3
hostilitat,2
hostilitzar,3
hotel,2
hoteler,2
hoteleria,3
hugonot,3
hui,2
de,1
hui,2
hui,2
huitada,3
huitavat,3
huitcentista,3
huitmesó,3
hule,3
hulla,3
huller,3
humanal,3
humanament,3
humanisme,2
humanista,2
humanístic,3
humanitari,2
humanitarisme,3
humanitat,2
humanitzar,3
humanització,3
humectant,3
húmer,3
humeral,3
humil,2
humilitat,2
humilment,3
humiliar,2
humiliació,2
humiliant,2
humit,2
humitat,2
humitat,2
humitejar,3
humitejament,3
humitós,3
humor,2
humorada,3
humoral,3
humorisme,3
humorista,2
humorístic,2
humus,3
húmic,3
huracà,2
huracanat,3
hurí,3
hússar,3
i,1
i,1
iac,3
iaio,2
ianqui,3
iarda,3
iber,2
ibèric,2
ibídem,3
ibis,3
iceberg,2
icnèumon,3
icona,2
icònic,3
iconoclasta,3
iconoclàstic,3
iconògraf,3
iconografia,2
iconogràfic,3
iconòstasi,3
icosaedre,3
icosàedre,3
ics,2
icterícia,3
ictèric,3
ictiòfag,3
ictiofàgia,3
ictiòleg,3
ictiologia,3
ictiològic,3
ictus,2
idea,1
ideació,3
idealitat,3
idealisme,3
idealista,2
idealitzar,3
idealització,3
idear,2
ideari,2
ídem,3
idèntic,2
identificar,2
identificable,3
identificació,2
identificador,2
identitat,2
ideografia,3
ideogràfic,3
ideograma,3
ideòleg,3
ideologia,2
ideològic,2
idil·li,3
idíl·lic,3
idiolecte,3
idioma,2
idiomàtic,3
idiosincràsia,3
idiosincràtic,3
idiota,2
idiotesa,3
idiotisme,3
ídol,2
ídola,3
idolatrar,3
idòlatra,3
idolatria,3
idolàtric,3
idoni,2
idoneïtat,2
idus,3
ieisme,3
iemenita,3
ien,3
iglú,3
ignar,3
igni,3
ignició,3
ignífer,3
ignífug,3
ignomínia,3
ignominiós,3
ignorància,2
ignorant,2
ignorar,2
ignot,3
ésser,2
a,1
igualadí,3
igualar,2
igualació,3
igualat,2
igualitari,3
igualment,2
igualtat,2
iguana,3
iguànid,3
iguanodont,3
ilerdenc,3
ilerdense,3
íleum,3
íleus,3
ili,3
ileal,3
ilíac,3
illa,1
il·lació,3
illada,3
il·latiu,3
il·legalitat,2
il·legalitzar,2
il·legalitzable,3
illegible,3
il·legible,3
illenc,3
il·lès,3
il·limitat,2
il·limitadament,3
illot,2
il·luminar,2
il·luminació,2
il·luminador,3
il·luminat,2
il·luminisme,3
il·lús,3
il·lusió,2
il·lusionar,3
il·lusionisme,3
il·lusionista,3
il·lusori,3
il·lustració,2
il·lustrador,2
il·lustrar,2
il·lustratiu,3
il·lustre,2
il·lustríssim,3
imaginació,2
imaginar,2
imaginable,3
inimaginable,2
imaginari,2
imaginària,2
imaginatiu,3
imaginativa,3
imago,3
imam,2
imant,2
imantar,3
imantació,3
imatge,1
imatge,1
imatge,1
imatger,3
imatgeria,3
imbecil,3
imbècil,2
imbecil·litat,3
imberbe,3
imbibició,3
imbricació,3
imbricar,3
imbricat,3
imbuir,3
imitació,2
imitar,2
imitador,3
imitatiu,3
immaculat,3
immancable,3
immanent,3
immanència,3
immediat,2
immediatament,2
immediatesa,3
immemorial,3
immens,2
immensament,3
immensitat,3
immergir,3
immers,2
immersió,2
immigració,2
immigratori,3
immigrar,3
immigrant,2
immigrat,3
immillorable,2
imminent,2
imminència,3
immiscir,3
immòbil,2
immobilitat,3
immobiliària,2
immobilisme,3
immobilista,3
immobilitzar,3
immobilització,3
immobiliari,2
immolar,3
immolació,3
immoral,2
immoralitat,3
immortal,2
immortalitat,2
immortalitzar,2
immund,3
immundícia,3
immune,2
immunitat,2
immunitari,2
immunitzar,3
immunització,3
immunodeficiència,3
immunodeficient,3
immunòleg,3
immunologia,3
immunològic,3
immutable,3
immutabilitat,3
immutar,3
impaciència,2
impacient,2
impacientar,3
impactar,2
impactant,2
impacte,2
impala,3
imparell,3
imparipinnat,3
impartir,2
impassible,3
impassibilitat,3
impassiblement,3
impàvid,3
impàvidament,3
impavidesa,3
impecable,2
impecabilitat,3
impedància,3
impediment,3
impedimenta,3
impedir,2
impedit,2
impel·lir,3
impel·lent,3
impenetrabilitat,3
impenetrable,3
impenitent,3
impenitència,3
impensable,2
impensat,3
a,1
impensadament,3
imperar,3
imperant,2
imperfecció,3
imperfectiu,3
imperi,2
imperialisme,2
imperialista,2
imperible,3
imperiós,3
imperiosament,3
impermeabilitzant,3
impermeabilitzar,3
impermeabilització,3
impersonal,3
impersonalitat,3
impertèrrit,3
impertinència,3
impertinent,3
impetrar,3
impetració,3
impetratori,3
ímpetu,3
impetuós,3
impetuosament,3
impetuositat,3
impiu,3
impiament,3
implacable,2
implant,3
implantar,2
implantació,2
implementar,2
implicar,2
implicació,2
implícit,3
implícitament,3
implorar,3
imploració,3
implosió,3
impluvi,3
impol·lut,3
imponent,2
impopular,2
impopularitat,3
import,2
importància,1
important,1
importar,2
importar,2
importable,3
importació,2
importador,3
importú,3
importunament,3
importunitat,3
importunar,3
imposable,3
imposar,2
imposant,2
imposició,2
impositor,3
impossibilitar,3
impossibilitat,2
impost,2
impositiu,3
impostar,3
impostació,3
impostor,3
impostura,3
impotència,2
impotent,2
imprecar,3
imprecació,3
imprecatori,3
imprecisió,3
impregnar,3
impregnació,3
impremta,2
imprès,2
impressió,2
fer,1
impressionable,3
impressionabilitat,3
impressionant,2
impressionar,2
impressionisme,3
impressionista,3
impressor,3
impressora,2
imprimàtur,3
imprimir,2
ímprobe,3
impromptu,3
improperi,3
impropi,3
impròpiament,3
impropietat,3
improvís,3
improvisació,2
improvisar,2
improvisador,3
imprudència,3
impúber,3
impugnar,3
impugnable,3
impugnació,3
impugnador,3
impuls,2
impulsar,2
impulsió,3
impulsor,2
impulsiu,3
impulsivament,3
impulsivitat,3
impune,3
impunement,3
impunitat,2
impuresa,3
impurificar,3
imputar,2
imputable,3
imputació,2
in,1
in,1
in,1
in,1
in,1
in,1
in,1
in,1
in,1
in,1
in,1
in,1
in,1
in,1
inabordable,3
inacabable,3
inacció,2
inactiu,2
inactivitat,2
inacusatiu,3
inadaptat,3
inadvertència,3
inalterat,3
inanició,3
inanitat,3
inapetència,3
inapetent,3
inapreciable,3
inarticulat,3
inaudit,3
inaugurar,2
inauguració,2
inaugural,2
inca,2
incalculable,3
incandescència,3
incandescent,3
incansable,2
incansablement,3
incapacitar,3
incapacitació,3
incaut,3
incautament,3
incendi,2
incendiar,2
incendiari,3
incentiu,3
incentivar,2
incert,2
incertesa,2
incertitud,3
incest,2
incestuós,3
incidència,2
incidental,3
incidir,2
incident,2
incinerar,3
incineració,2
incipient,2
incipiència,3
incisió,3
incisiu,3
incisiva,3
incitar,2
incitació,2
incitador,3
incitant,3
incivil,3
inclemència,3
inclement,3
inclinació,2
inclinar,2
inclinable,3
inclinat,2
ínclit,3
incloure,2
inclusió,2
inclusiu,2
inclús,2
inclusivament,3
incoar,3
incoació,3
incoatiu,3
incògnit,3
incògnita,2
incolor,3
incòlume,3
incombustible,3
incommensurable,3
incomodar,3
incòmode,2
incòmodament,3
incomoditat,3
incomparable,2
incomplir,2
incomprès,3
incomptable,3
incomunicació,2
incomunicar,3
inconclús,3
inconcús,3
incondicional,2
inconegut,3
inconsolable,3
inconsolablement,3
inconsútil,3
incontaminat,3
incontestable,3
incontestat,3
incontinència,3
incontinent,3
incontrastable,3
incontrolat,3
inconveniència,3
incorporar,2
incorporació,2
reincorporació,3
reincorporar,3
incorrecció,3
incorregible,3
incórrer,2
incrèdul,3
incredulitat,2
increïble,2
increïblement,2
increment,2
increment,2
incrementar,2
incrementació,3
increpar,3
increpació,3
incriminar,3
incriminació,3
incrustació,3
incrustar,3
incubació,2
incubació,2
incubadora,3
incubar,3
inculcar,2
inculcació,3
inculpar,3
inculpació,3
inculpat,3
inculte,3
incumbir,3
incumbència,3
incúria,3
incursió,2
incurvat,3
indagar,3
indagació,3
indagatori,3
indecència,3
indecís,3
indecisió,3
indefectible,3
indefectiblement,3
indefens,2
indefensió,3
indeficient,3
indefinidament,2
indegut,3
indeleble,3
indelicadesa,3
indelicat,3
indemne,3
indemnització,2
indemnitzar,2
independència,1
independent,2
independentment,2
independentisme,2
independentista,2
independitzar,2
indescriptible,2
indesitjable,3
indeterminat,3
índex,2
indexar,3
indexació,3
indià,3
indiana,2
indicació,2
indicar,2
indicador,2
indicatiu,3
indicat,2
indici,2
indiciari,3
indicible,3
indiferència,2
indiferent,2
indiferentisme,3
indígena,2
indigenisme,3
indigent,3
indigència,3
indigest,3
indigestar,3
indigestió,3
indignar,2
indignació,2
indignant,2
indignitat,3
indiot,3
indiota,3
indirecta,2
indirecte,2
indirectament,2
indisciplinar,3
indiscreció,3
indiscret,3
indiscretament,3
indiscriminat,3
indiscutible,2
indispensable,2
indisposar,3
indisposició,3
indistint,3
indistintament,2
individual,2
individualisme,3
individualista,3
individualitat,2
individualitzar,3
individualització,3
individualment,2
individuals,2
individuar,3
indivís,3
indocumentat,3
índole,3
indolent,3
indolència,3
indòmit,3
indret,2
indubtablement,3
inducció,3
inductiu,3
induir,2
inductor,3
indulgència,3
indulgent,3
indulgentment,3
indult,2
indultar,3
indument,3
indumentària,2
indústria,2
indústria,2
industrialisme,3
industrialista,3
industrialitzar,3
industrialització,2
industriós,3
inèdit,2
inefable,3
inefabilitat,3
